Data file for DataLogger.
==============================================================================
COMPANY    : <Company name>
COMP.STATUS: Not Appl.
DATE       : 19/05/2016
TIME       : 10:21:13
FILENAME   : vei_t8303_160519102111_T8303.CSV
CREATED BY : SWS Diver-Office 5.0.25.0
==========================    BEGINNING OF DATA     ==========================
[Logger settings]
  Instrument type         =Mini-Diver=14
  Status                  =Started =0
  Serial number           =BB00-T8303  214.
  Instrument number       =                    
                          =0
  Location                =vei_t8303
  Sample period           =M05
  Sample method           =T   
  Number of channels      =2
[Channel 1]
  Identification          =PRESSURE
  Reference level         =400.0     cm
  Range                   =750.0     cm
  Master level            =0         m
  Altitude                =0         m
[Channel 2]
  Identification          =TEMPERATURE
  Reference level         =-20.00    °C
  Range                   =100.00    °C


[Series settings]
  Serial number           =BB00-T8303  214.
  Instrument number       =                    
  Location                =vei_t8303
  Sample period           =00 00:05:00 0
  Sample method           =T   
  Start date / time       =00:00:12 23/03/16
  End date / time         =00:20:09 19/05/16
[Channel 1 from data header]
  Identification          =PRESSURE
  Reference level         =400.0     cm
  Range                   =750.0     cm
  Master level            =0         m
  Altitude                =0         m
[Channel 2 from data header]
  Identification          =TEMPERATURE
  Reference level         =-20.00    °C
  Range                   =100.00    °C


[Data]
16385
Date/time;Druk[cm];Temperatuur[°C]
2016/04/02 11:35:00;1036.9;9.07
2016/04/02 11:40:00;1036.9;9.07
2016/04/02 11:45:00;1036.9;9.07
2016/04/02 11:50:00;1036.9;9.07
2016/04/02 11:55:00;1036.8;9.07
2016/04/02 12:00:00;1036.8;9.07
2016/04/02 12:05:00;1036.8;9.07
2016/04/02 12:10:00;1036.8;9.07
2016/04/02 12:15:00;1036.8;9.07
2016/04/02 12:20:00;1036.8;9.07
2016/04/02 12:25:00;1036.8;9.07
2016/04/02 12:30:00;1036.6;9.07
2016/04/02 12:35:00;1036.6;9.07
2016/04/02 12:40:00;1036.8;9.07
2016/04/02 12:45:00;1036.8;9.07
2016/04/02 12:50:00;1036.8;9.07
2016/04/02 12:55:00;1036.4;9.07
2016/04/02 13:00:00;1035.9;9.07
2016/04/02 13:05:00;1035.9;9.07
2016/04/02 13:10:00;1035.7;9.07
2016/04/02 13:15:00;1035.9;9.07
2016/04/02 13:20:00;1035.7;9.07
2016/04/02 13:25:00;1035.7;9.07
2016/04/02 13:30:00;1035.7;9.07
2016/04/02 13:35:00;1035.6;9.07
2016/04/02 13:40:00;1035.7;9.07
2016/04/02 13:45:00;1035.6;9.07
2016/04/02 13:50:00;1035.6;9.07
2016/04/02 13:55:00;1035.4;9.07
2016/04/02 14:00:00;1035.6;9.07
2016/04/02 14:05:00;1035.2;9.07
2016/04/02 14:10:00;1035.4;9.07
2016/04/02 14:15:00;1035.1;9.06
2016/04/02 14:20:00;1034.9;9.06
2016/04/02 14:25:00;1034.9;9.06
2016/04/02 14:30:00;1034.7;9.06
2016/04/02 14:35:00;1034.5;9.07
2016/04/02 14:40:00;1034.6;9.06
2016/04/02 14:45:00;1034.6;9.06
2016/04/02 14:50:00;1034.4;9.06
2016/04/02 14:55:00;1034.4;9.06
2016/04/02 15:00:00;1034.4;9.06
2016/04/02 15:05:00;1033.7;9.06
2016/04/02 15:10:00;1033.4;9.06
2016/04/02 15:15:00;1033.4;9.06
2016/04/02 15:20:00;1033.4;9.05
2016/04/02 15:25:00;1033.7;9.06
2016/04/02 15:30:00;1033.7;9.06
2016/04/02 15:35:00;1033.7;9.06
2016/04/02 15:40:00;1033.4;9.05
2016/04/02 15:45:00;1033.2;9.05
2016/04/02 15:50:00;1033.2;9.05
2016/04/02 15:55:00;1033.4;9.05
2016/04/02 16:00:00;1033.2;9.05
2016/04/02 16:05:00;1033.1;9.05
2016/04/02 16:10:00;1032.9;9.05
2016/04/02 16:15:00;1032.7;9.05
2016/04/02 16:20:00;1032.7;9.05
2016/04/02 16:25:00;1032.7;9.05
2016/04/02 16:30:00;1032.5;9.05
2016/04/02 16:35:00;1032.8;9.05
2016/04/02 16:40:00;1032.6;9.05
2016/04/02 16:45:00;1032.5;9.05
2016/04/02 16:50:00;1032.5;9.05
2016/04/02 16:55:00;1032.6;9.05
2016/04/02 17:00:00;1032.5;9.05
2016/04/02 17:05:00;1032.3;9.05
2016/04/02 17:10:00;1032.1;9.05
2016/04/02 17:15:00;1032.0;9.05
2016/04/02 17:20:00;1032.1;9.05
2016/04/02 17:25:00;1032.3;9.05
2016/04/02 17:30:00;1032.5;9.04
2016/04/02 17:35:00;1032.5;9.04
2016/04/02 17:40:00;1032.0;9.04
2016/04/02 17:45:00;1031.8;9.04
2016/04/02 17:50:00;1031.8;9.04
2016/04/02 17:55:00;1031.7;9.04
2016/04/02 18:00:00;1031.3;9.04
2016/04/02 18:05:00;1031.1;9.04
2016/04/02 18:10:00;1031.1;9.04
2016/04/02 18:15:00;1031.3;9.04
2016/04/02 18:20:00;1031.5;9.04
2016/04/02 18:25:00;1031.8;9.04
2016/04/02 18:30:00;1031.7;9.04
2016/04/02 18:35:00;1031.7;9.04
2016/04/02 18:40:00;1031.7;9.03
2016/04/02 18:45:00;1031.7;9.03
2016/04/02 18:50:00;1031.3;9.03
2016/04/02 18:55:00;1031.3;9.03
2016/04/02 19:00:00;1031.0;9.03
2016/04/02 19:05:00;1030.8;9.03
2016/04/02 19:10:00;1031.0;9.03
2016/04/02 19:15:00;1031.0;9.03
2016/04/02 19:20:00;1031.0;9.03
2016/04/02 19:25:00;1031.1;9.03
2016/04/02 19:30:00;1031.1;9.03
2016/04/02 19:35:00;1031.1;9.03
2016/04/02 19:40:00;1031.3;9.03
2016/04/02 19:45:00;1031.1;9.03
2016/04/02 19:50:00;1031.3;9.03
2016/04/02 19:55:00;1031.3;9.03
2016/04/02 20:00:00;1031.3;9.03
2016/04/02 20:05:00;1031.1;9.03
2016/04/02 20:10:00;1031.0;9.03
2016/04/02 20:15:00;1031.0;9.03
2016/04/02 20:20:00;1031.0;9.03
2016/04/02 20:25:00;1031.0;9.03
2016/04/02 20:30:00;1030.8;9.03
2016/04/02 20:35:00;1030.6;9.03
2016/04/02 20:40:00;1030.8;9.03
2016/04/02 20:45:00;1030.8;9.03
2016/04/02 20:50:00;1030.6;9.03
2016/04/02 20:55:00;1030.6;9.03
2016/04/02 21:00:00;1030.6;9.03
2016/04/02 21:05:00;1030.4;9.03
2016/04/02 21:10:00;1030.4;9.03
2016/04/02 21:15:00;1030.6;9.03
2016/04/02 21:20:00;1030.4;9.03
2016/04/02 21:25:00;1030.4;9.03
2016/04/02 21:30:00;1030.4;9.03
2016/04/02 21:35:00;1030.3;9.03
2016/04/02 21:40:00;1030.3;9.03
2016/04/02 21:45:00;1030.1;9.03
2016/04/02 21:50:00;1029.9;9.03
2016/04/02 21:55:00;1029.9;9.03
2016/04/02 22:00:00;1029.9;9.03
2016/04/02 22:05:00;1029.8;9.03
2016/04/02 22:10:00;1029.8;9.03
2016/04/02 22:15:00;1029.8;9.03
2016/04/02 22:20:00;1029.8;9.03
2016/04/02 22:25:00;1029.8;9.03
2016/04/02 22:30:00;1029.8;9.03
2016/04/02 22:35:00;1029.8;9.03
2016/04/02 22:40:00;1029.6;9.03
2016/04/02 22:45:00;1029.6;9.03
2016/04/02 22:50:00;1029.6;9.03
2016/04/02 22:55:00;1029.6;9.03
2016/04/02 23:00:00;1029.6;9.03
2016/04/02 23:05:00;1029.6;9.03
2016/04/02 23:10:00;1029.8;9.03
2016/04/02 23:15:00;1029.8;9.03
2016/04/02 23:20:00;1029.6;9.03
2016/04/02 23:25:00;1029.6;9.03
2016/04/02 23:30:00;1029.4;9.03
2016/04/02 23:35:00;1029.2;9.03
2016/04/02 23:40:00;1029.1;9.03
2016/04/02 23:45:00;1029.1;9.03
2016/04/02 23:50:00;1028.9;9.03
2016/04/02 23:55:00;1029.1;9.03
2016/04/03 00:00:00;1029.2;9.03
2016/04/03 00:05:00;1029.4;9.03
2016/04/03 00:10:00;1029.2;9.03
2016/04/03 00:15:00;1029.1;9.03
2016/04/03 00:20:00;1029.2;9.03
2016/04/03 00:25:00;1029.2;9.03
2016/04/03 00:30:00;1029.1;9.03
2016/04/03 00:35:00;1029.1;9.04
2016/04/03 00:40:00;1029.2;9.04
2016/04/03 00:45:00;1029.1;9.04
2016/04/03 00:50:00;1029.1;9.04
2016/04/03 00:55:00;1028.9;9.04
2016/04/03 01:00:00;1029.1;9.04
2016/04/03 01:05:00;1028.7;9.04
2016/04/03 01:10:00;1028.9;9.04
2016/04/03 01:15:00;1028.9;9.04
2016/04/03 01:20:00;1029.1;9.04
2016/04/03 01:25:00;1029.1;9.04
2016/04/03 01:30:00;1029.1;9.04
2016/04/03 01:35:00;1029.0;9.05
2016/04/03 01:40:00;1029.0;9.05
2016/04/03 01:45:00;1029.0;9.05
2016/04/03 01:50:00;1029.0;9.05
2016/04/03 01:55:00;1029.0;9.05
2016/04/03 02:00:00;1029.0;9.05
2016/04/03 02:05:00;1029.0;9.05
2016/04/03 02:10:00;1029.0;9.05
2016/04/03 02:15:00;1029.0;9.05
2016/04/03 02:20:00;1028.9;9.05
2016/04/03 02:25:00;1028.9;9.05
2016/04/03 02:30:00;1028.9;9.05
2016/04/03 02:35:00;1028.8;9.05
2016/04/03 02:40:00;1028.8;9.05
2016/04/03 02:45:00;1028.9;9.05
2016/04/03 02:50:00;1028.8;9.05
2016/04/03 02:55:00;1028.6;9.05
2016/04/03 03:00:00;1028.6;9.05
2016/04/03 03:05:00;1028.7;9.06
2016/04/03 03:10:00;1028.7;9.06
2016/04/03 03:15:00;1028.7;9.06
2016/04/03 03:20:00;1028.7;9.06
2016/04/03 03:25:00;1028.7;9.06
2016/04/03 03:30:00;1028.7;9.06
2016/04/03 03:35:00;1028.7;9.06
2016/04/03 03:40:00;1028.7;9.06
2016/04/03 03:45:00;1028.7;9.06
2016/04/03 03:50:00;1028.6;9.06
2016/04/03 03:55:00;1028.5;9.07
2016/04/03 04:00:00;1028.7;9.07
2016/04/03 04:05:00;1028.5;9.07
2016/04/03 04:10:00;1028.7;9.07
2016/04/03 04:15:00;1028.7;9.07
2016/04/03 04:20:00;1028.7;9.07
2016/04/03 04:25:00;1028.7;9.07
2016/04/03 04:30:00;1028.7;9.07
2016/04/03 04:35:00;1028.7;9.07
2016/04/03 04:40:00;1028.6;9.07
2016/04/03 04:45:00;1028.7;9.07
2016/04/03 04:50:00;1028.6;9.07
2016/04/03 04:55:00;1028.6;9.07
2016/04/03 05:00:00;1028.7;9.07
2016/04/03 05:05:00;1028.6;9.07
2016/04/03 05:10:00;1028.6;9.07
2016/04/03 05:15:00;1028.6;9.07
2016/04/03 05:20:00;1028.6;9.08
2016/04/03 05:25:00;1028.6;9.08
2016/04/03 05:30:00;1028.6;9.08
2016/04/03 05:35:00;1028.7;9.08
2016/04/03 05:40:00;1028.7;9.08
2016/04/03 05:45:00;1028.7;9.08
2016/04/03 05:50:00;1028.7;9.08
2016/04/03 05:55:00;1028.9;9.08
2016/04/03 06:00:00;1028.9;9.08
2016/04/03 06:05:00;1029.1;9.08
2016/04/03 06:10:00;1029.1;9.09
2016/04/03 06:15:00;1028.9;9.09
2016/04/03 06:20:00;1028.9;9.09
2016/04/03 06:25:00;1028.9;9.09
2016/04/03 06:30:00;1028.9;9.09
2016/04/03 06:35:00;1029.1;9.09
2016/04/03 06:40:00;1029.2;9.09
2016/04/03 06:45:00;1029.2;9.09
2016/04/03 06:50:00;1029.2;9.09
2016/04/03 06:55:00;1029.0;9.09
2016/04/03 07:00:00;1029.2;9.09
2016/04/03 07:05:00;1029.2;9.09
2016/04/03 07:10:00;1029.2;9.09
2016/04/03 07:15:00;1029.2;9.09
2016/04/03 07:20:00;1029.2;9.09
2016/04/03 07:25:00;1029.2;9.09
2016/04/03 07:30:00;1029.3;9.10
2016/04/03 07:35:00;1029.4;9.09
2016/04/03 07:40:00;1029.1;9.10
2016/04/03 07:45:00;1029.3;9.10
2016/04/03 07:50:00;1029.1;9.10
2016/04/03 07:55:00;1029.1;9.10
2016/04/03 08:00:00;1029.1;9.10
2016/04/03 08:05:00;1029.3;9.10
2016/04/03 08:10:00;1029.3;9.10
2016/04/03 08:15:00;1029.3;9.10
2016/04/03 08:20:00;1029.3;9.10
2016/04/03 08:25:00;1029.6;9.11
2016/04/03 08:30:00;1029.4;9.11
2016/04/03 08:35:00;1029.4;9.11
2016/04/03 08:40:00;1029.4;9.11
2016/04/03 08:45:00;1029.4;9.11
2016/04/03 08:50:00;1029.4;9.11
2016/04/03 08:55:00;1029.6;9.11
2016/04/03 09:00:00;1029.6;9.11
2016/04/03 09:05:00;1029.6;9.11
2016/04/03 09:10:00;1029.6;9.11
2016/04/03 09:15:00;1029.6;9.11
2016/04/03 09:20:00;1029.6;9.11
2016/04/03 09:25:00;1029.6;9.11
2016/04/03 09:30:00;1029.4;9.11
2016/04/03 09:35:00;1029.4;9.11
2016/04/03 09:40:00;1029.7;9.11
2016/04/03 09:45:00;1029.6;9.11
2016/04/03 09:50:00;1029.4;9.12
2016/04/03 09:55:00;1029.4;9.12
2016/04/03 10:00:00;1029.4;9.12
2016/04/03 10:05:00;1029.4;9.12
2016/04/03 10:10:00;1029.3;9.12
2016/04/03 10:15:00;1029.3;9.12
2016/04/03 10:20:00;1029.3;9.12
2016/04/03 10:25:00;1029.4;9.12
2016/04/03 10:30:00;1029.3;9.12
2016/04/03 10:35:00;1029.4;9.13
2016/04/03 10:40:00;1029.6;9.13
2016/04/03 10:45:00;1029.6;9.13
2016/04/03 10:50:00;1029.6;9.13
2016/04/03 10:55:00;1029.8;9.13
2016/04/03 11:00:00;1029.8;9.13
2016/04/03 11:05:00;1029.6;9.13
2016/04/03 11:10:00;1029.8;9.13
2016/04/03 11:15:00;1029.6;9.13
2016/04/03 11:20:00;1029.6;9.13
2016/04/03 11:25:00;1029.6;9.13
2016/04/03 11:30:00;1029.6;9.13
2016/04/03 11:35:00;1029.4;9.13
2016/04/03 11:40:00;1029.4;9.13
2016/04/03 11:45:00;1029.6;9.13
2016/04/03 11:50:00;1029.2;9.13
2016/04/03 11:55:00;1029.4;9.13
2016/04/03 12:00:00;1029.2;9.13
2016/04/03 12:05:00;1029.4;9.14
2016/04/03 12:10:00;1029.2;9.14
2016/04/03 12:15:00;1029.2;9.14
2016/04/03 12:20:00;1029.2;9.14
2016/04/03 12:25:00;1029.0;9.14
2016/04/03 12:30:00;1029.0;9.14
2016/04/03 12:35:00;1029.2;9.14
2016/04/03 12:40:00;1028.9;9.14
2016/04/03 12:45:00;1028.7;9.14
2016/04/03 12:50:00;1028.9;9.14
2016/04/03 12:55:00;1028.7;9.14
2016/04/03 13:00:00;1028.9;9.14
2016/04/03 13:05:00;1028.6;9.15
2016/04/03 13:10:00;1028.4;9.15
2016/04/03 13:15:00;1028.4;9.15
2016/04/03 13:20:00;1028.4;9.15
2016/04/03 13:25:00;1028.4;9.15
2016/04/03 13:30:00;1028.4;9.15
2016/04/03 13:35:00;1028.2;9.15
2016/04/03 13:40:00;1028.1;9.15
2016/04/03 13:45:00;1027.9;9.15
2016/04/03 13:50:00;1028.1;9.15
2016/04/03 13:55:00;1027.9;9.15
2016/04/03 14:00:00;1027.7;9.15
2016/04/03 14:05:00;1027.9;9.15
2016/04/03 14:10:00;1027.7;9.15
2016/04/03 14:15:00;1027.9;9.15
2016/04/03 14:20:00;1027.9;9.15
2016/04/03 14:25:00;1028.0;9.15
2016/04/03 14:30:00;1027.9;9.15
2016/04/03 14:35:00;1027.7;9.15
2016/04/03 14:40:00;1027.9;9.15
2016/04/03 14:45:00;1027.5;9.15
2016/04/03 14:50:00;1027.5;9.15
2016/04/03 14:55:00;1027.5;9.15
2016/04/03 15:00:00;1027.4;9.15
2016/04/03 15:05:00;1027.4;9.15
2016/04/03 15:10:00;1027.4;9.15
2016/04/03 15:15:00;1027.1;9.16
2016/04/03 15:20:00;1027.3;9.16
2016/04/03 15:25:00;1027.0;9.16
2016/04/03 15:30:00;1027.1;9.16
2016/04/03 15:35:00;1027.0;9.16
2016/04/03 15:40:00;1027.0;9.16
2016/04/03 15:45:00;1027.0;9.16
2016/04/03 15:50:00;1026.8;9.16
2016/04/03 15:55:00;1026.8;9.16
2016/04/03 16:00:00;1026.8;9.16
2016/04/03 16:05:00;1026.6;9.16
2016/04/03 16:10:00;1026.6;9.16
2016/04/03 16:15:00;1026.3;9.17
2016/04/03 16:20:00;1026.5;9.17
2016/04/03 16:25:00;1026.3;9.17
2016/04/03 16:30:00;1026.5;9.17
2016/04/03 16:35:00;1026.3;9.17
2016/04/03 16:40:00;1026.1;9.17
2016/04/03 16:45:00;1026.1;9.17
2016/04/03 16:50:00;1026.1;9.17
2016/04/03 16:55:00;1026.0;9.17
2016/04/03 17:00:00;1025.8;9.17
2016/04/03 17:05:00;1026.0;9.17
2016/04/03 17:10:00;1026.0;9.17
2016/04/03 17:15:00;1025.8;9.17
2016/04/03 17:20:00;1026.0;9.17
2016/04/03 17:25:00;1025.8;9.17
2016/04/03 17:30:00;1025.8;9.17
2016/04/03 17:35:00;1025.8;9.17
2016/04/03 17:40:00;1025.6;9.17
2016/04/03 17:45:00;1025.8;9.17
2016/04/03 17:50:00;1025.8;9.17
2016/04/03 17:55:00;1025.6;9.17
2016/04/03 18:00:00;1025.6;9.18
2016/04/03 18:05:00;1025.6;9.17
2016/04/03 18:10:00;1025.6;9.18
2016/04/03 18:15:00;1025.6;9.18
2016/04/03 18:20:00;1025.8;9.18
2016/04/03 18:25:00;1025.6;9.18
2016/04/03 18:30:00;1025.6;9.18
2016/04/03 18:35:00;1025.6;9.18
2016/04/03 18:40:00;1025.6;9.18
2016/04/03 18:45:00;1025.6;9.18
2016/04/03 18:50:00;1025.5;9.19
2016/04/03 18:55:00;1025.3;9.19
2016/04/03 19:00:00;1025.3;9.19
2016/04/03 19:05:00;1025.5;9.19
2016/04/03 19:10:00;1025.3;9.19
2016/04/03 19:15:00;1025.5;9.19
2016/04/03 19:20:00;1025.3;9.19
2016/04/03 19:25:00;1025.5;9.19
2016/04/03 19:30:00;1025.5;9.19
2016/04/03 19:35:00;1025.3;9.19
2016/04/03 19:40:00;1025.3;9.19
2016/04/03 19:45:00;1025.7;9.19
2016/04/03 19:50:00;1025.5;9.19
2016/04/03 19:55:00;1025.6;9.20
2016/04/03 20:00:00;1025.6;9.20
2016/04/03 20:05:00;1025.8;9.20
2016/04/03 20:10:00;1025.5;9.20
2016/04/03 20:15:00;1025.8;9.20
2016/04/03 20:20:00;1025.6;9.20
2016/04/03 20:25:00;1025.6;9.21
2016/04/03 20:30:00;1025.4;9.21
2016/04/03 20:35:00;1025.4;9.21
2016/04/03 20:40:00;1025.3;9.21
2016/04/03 20:45:00;1025.3;9.21
2016/04/03 20:50:00;1025.1;9.21
2016/04/03 20:55:00;1025.1;9.21
2016/04/03 21:00:00;1024.9;9.21
2016/04/03 21:05:00;1024.9;9.21
2016/04/03 21:10:00;1025.3;9.22
2016/04/03 21:15:00;1025.3;9.22
2016/04/03 21:20:00;1025.3;9.22
2016/04/03 21:25:00;1025.3;9.22
2016/04/03 21:30:00;1025.1;9.22
2016/04/03 21:35:00;1025.1;9.23
2016/04/03 21:40:00;1024.9;9.23
2016/04/03 21:45:00;1024.7;9.23
2016/04/03 21:50:00;1025.1;9.23
2016/04/03 21:55:00;1024.8;9.23
2016/04/03 22:00:00;1024.9;9.23
2016/04/03 22:05:00;1024.9;9.23
2016/04/03 22:10:00;1024.8;9.23
2016/04/03 22:15:00;1024.9;9.24
2016/04/03 22:20:00;1024.8;9.24
2016/04/03 22:25:00;1024.6;9.24
2016/04/03 22:30:00;1024.4;9.25
2016/04/03 22:35:00;1024.4;9.25
2016/04/03 22:40:00;1024.4;9.25
2016/04/03 22:45:00;1024.4;9.25
2016/04/03 22:50:00;1024.6;9.26
2016/04/03 22:55:00;1024.3;9.26
2016/04/03 23:00:00;1024.4;9.26
2016/04/03 23:05:00;1024.1;9.26
2016/04/03 23:10:00;1024.3;9.26
2016/04/03 23:15:00;1024.3;9.26
2016/04/03 23:20:00;1024.3;9.26
2016/04/03 23:25:00;1024.3;9.27
2016/04/03 23:30:00;1024.4;9.27
2016/04/03 23:35:00;1024.3;9.27
2016/04/03 23:40:00;1024.6;9.28
2016/04/03 23:45:00;1024.4;9.28
2016/04/03 23:50:00;1024.6;9.28
2016/04/03 23:55:00;1024.6;9.28
2016/04/04 00:00:00;1024.6;9.28
2016/04/04 00:05:00;1024.6;9.28
2016/04/04 00:10:00;1024.4;9.29
2016/04/04 00:15:00;1024.4;9.29
2016/04/04 00:20:00;1024.4;9.29
2016/04/04 00:25:00;1024.6;9.30
2016/04/04 00:30:00;1024.8;9.30
2016/04/04 00:35:00;1024.9;9.30
2016/04/04 00:40:00;1024.9;9.30
2016/04/04 00:45:00;1024.9;9.30
2016/04/04 00:50:00;1024.8;9.31
2016/04/04 00:55:00;1024.8;9.31
2016/04/04 01:00:00;1024.6;9.31
2016/04/04 01:05:00;1024.4;9.31
2016/04/04 01:10:00;1024.3;9.32
2016/04/04 01:15:00;1024.4;9.32
2016/04/04 01:20:00;1024.6;9.32
2016/04/04 01:25:00;1024.3;9.32
2016/04/04 01:30:00;1023.9;9.33
2016/04/04 01:35:00;1023.9;9.33
2016/04/04 01:40:00;1023.9;9.33
2016/04/04 01:45:00;1023.9;9.34
2016/04/04 01:50:00;1023.7;9.34
2016/04/04 01:55:00;1023.7;9.34
2016/04/04 02:00:00;1023.9;9.34
2016/04/04 02:05:00;1023.9;9.34
2016/04/04 02:10:00;1024.1;9.34
2016/04/04 02:15:00;1023.9;9.35
2016/04/04 02:20:00;1023.9;9.35
2016/04/04 02:25:00;1023.9;9.36
2016/04/04 02:30:00;1023.9;9.36
2016/04/04 02:35:00;1023.7;9.36
2016/04/04 02:40:00;1023.9;9.36
2016/04/04 02:45:00;1023.7;9.36
2016/04/04 02:50:00;1023.7;9.37
2016/04/04 02:55:00;1023.9;9.37
2016/04/04 03:00:00;1024.1;9.37
2016/04/04 03:05:00;1023.7;9.38
2016/04/04 03:10:00;1023.6;9.38
2016/04/04 03:15:00;1023.6;9.38
2016/04/04 03:20:00;1023.6;9.38
2016/04/04 03:25:00;1023.6;9.38
2016/04/04 03:30:00;1023.7;9.39
2016/04/04 03:35:00;1023.7;9.39
2016/04/04 03:40:00;1023.7;9.40
2016/04/04 03:45:00;1023.7;9.40
2016/04/04 03:50:00;1023.9;9.40
2016/04/04 03:55:00;1023.7;9.40
2016/04/04 04:00:00;1023.7;9.40
2016/04/04 04:05:00;1023.7;9.40
2016/04/04 04:10:00;1023.7;9.41
2016/04/04 04:15:00;1023.6;9.41
2016/04/04 04:20:00;1023.6;9.42
2016/04/04 04:25:00;1023.6;9.42
2016/04/04 04:30:00;1023.6;9.42
2016/04/04 04:35:00;1023.6;9.42
2016/04/04 04:40:00;1023.6;9.42
2016/04/04 04:45:00;1023.6;9.43
2016/04/04 04:50:00;1023.7;9.43
2016/04/04 04:55:00;1023.6;9.43
2016/04/04 05:00:00;1023.7;9.44
2016/04/04 05:05:00;1023.7;9.44
2016/04/04 05:10:00;1023.7;9.44
2016/04/04 05:15:00;1023.6;9.44
2016/04/04 05:20:00;1023.4;9.44
2016/04/04 05:25:00;1023.4;9.45
2016/04/04 05:30:00;1023.4;9.45
2016/04/04 05:35:00;1023.6;9.46
2016/04/04 05:40:00;1023.6;9.46
2016/04/04 05:45:00;1023.4;9.46
2016/04/04 05:50:00;1023.6;9.46
2016/04/04 05:55:00;1023.7;9.46
2016/04/04 06:00:00;1023.7;9.46
2016/04/04 06:05:00;1023.9;9.47
2016/04/04 06:10:00;1024.1;9.47
2016/04/04 06:15:00;1023.9;9.47
2016/04/04 06:20:00;1023.7;9.48
2016/04/04 06:25:00;1023.6;9.48
2016/04/04 06:30:00;1023.7;9.48
2016/04/04 06:35:00;1023.7;9.48
2016/04/04 06:40:00;1023.7;9.48
2016/04/04 06:45:00;1023.7;9.49
2016/04/04 06:50:00;1023.9;9.49
2016/04/04 06:55:00;1024.1;9.49
2016/04/04 07:00:00;1024.1;9.50
2016/04/04 07:05:00;1024.1;9.50
2016/04/04 07:10:00;1024.1;9.50
2016/04/04 07:15:00;1024.3;9.51
2016/04/04 07:20:00;1024.3;9.51
2016/04/04 07:25:00;1024.4;9.51
2016/04/04 07:30:00;1024.6;9.51
2016/04/04 07:35:00;1024.8;9.51
2016/04/04 07:40:00;1024.6;9.52
2016/04/04 07:45:00;1024.8;9.52
2016/04/04 07:50:00;1024.8;9.52
2016/04/04 07:55:00;1024.8;9.53
2016/04/04 08:00:00;1024.8;9.53
2016/04/04 08:05:00;1024.6;9.53
2016/04/04 08:10:00;1024.8;9.53
2016/04/04 08:15:00;1024.8;9.53
2016/04/04 08:20:00;1024.6;9.53
2016/04/04 08:25:00;1024.9;9.54
2016/04/04 08:30:00;1024.9;9.54
2016/04/04 08:35:00;1025.1;9.54
2016/04/04 08:40:00;1025.1;9.54
2016/04/04 08:45:00;1025.3;9.55
2016/04/04 08:50:00;1025.3;9.55
2016/04/04 08:55:00;1025.3;9.55
2016/04/04 09:00:00;1025.3;9.55
2016/04/04 09:05:00;1025.3;9.55
2016/04/04 09:10:00;1025.1;9.56
2016/04/04 09:15:00;1025.0;9.56
2016/04/04 09:20:00;1025.1;9.56
2016/04/04 09:25:00;1025.3;9.57
2016/04/04 09:30:00;1025.4;9.57
2016/04/04 09:35:00;1025.6;9.57
2016/04/04 09:40:00;1025.4;9.57
2016/04/04 09:45:00;1025.5;9.57
2016/04/04 09:50:00;1025.3;9.57
2016/04/04 09:55:00;1025.8;9.57
2016/04/04 10:00:00;1025.8;9.58
2016/04/04 10:05:00;1025.6;9.58
2016/04/04 10:10:00;1025.6;9.58
2016/04/04 10:15:00;1025.8;9.58
2016/04/04 10:20:00;1025.6;9.59
2016/04/04 10:25:00;1025.6;9.59
2016/04/04 10:30:00;1025.6;9.59
2016/04/04 10:35:00;1025.8;9.59
2016/04/04 10:40:00;1025.6;9.59
2016/04/04 10:45:00;1025.6;9.59
2016/04/04 10:50:00;1025.6;9.60
2016/04/04 10:55:00;1025.8;9.60
2016/04/04 11:00:00;1025.8;9.60
2016/04/04 11:05:00;1025.8;9.60
2016/04/04 11:10:00;1025.6;9.60
2016/04/04 11:15:00;1025.7;9.61
2016/04/04 11:20:00;1025.7;9.61
2016/04/04 11:25:00;1025.5;9.61
2016/04/04 11:30:00;1025.6;9.61
2016/04/04 11:35:00;1025.6;9.61
2016/04/04 11:40:00;1025.8;9.61
2016/04/04 11:45:00;1025.6;9.61
2016/04/04 11:50:00;1025.8;9.62
2016/04/04 11:55:00;1025.8;9.62
2016/04/04 12:00:00;1025.6;9.62
2016/04/04 12:05:00;1025.5;9.63
2016/04/04 12:10:00;1025.7;9.63
2016/04/04 12:15:00;1025.5;9.63
2016/04/04 12:20:00;1025.7;9.63
2016/04/04 12:25:00;1025.8;9.63
2016/04/04 12:30:00;1025.6;9.63
2016/04/04 12:35:00;1025.6;9.63
2016/04/04 12:40:00;1025.5;9.63
2016/04/04 12:45:00;1025.6;9.64
2016/04/04 12:50:00;1025.6;9.64
2016/04/04 12:55:00;1025.6;9.64
2016/04/04 13:00:00;1025.6;9.64
2016/04/04 13:05:00;1025.6;9.65
2016/04/04 13:10:00;1025.6;9.65
2016/04/04 13:15:00;1025.6;9.65
2016/04/04 13:20:00;1025.5;9.65
2016/04/04 13:25:00;1025.5;9.65
2016/04/04 13:30:00;1025.3;9.65
2016/04/04 13:35:00;1025.3;9.65
2016/04/04 13:40:00;1025.1;9.65
2016/04/04 13:45:00;1025.3;9.65
2016/04/04 13:50:00;1025.4;9.66
2016/04/04 13:55:00;1025.3;9.66
2016/04/04 14:00:00;1025.1;9.66
